Freq.	V(vi)/I(C)
4.36515832240162e+003	(1.20999482925736e+002dB,1.01433094618199e+002°)
4.46683592150960e+003	(1.20807517760411e+002dB,1.01692153458555e+002°)
4.57088189614871e+003	(1.20615915362989e+002dB,1.01956745550000e+002°)
4.67735141287194e+003	(1.20424691363325e+002dB,1.02226966020219e+002°)
4.78630092322634e+003	(1.20233861995881e+002dB,1.02502910037536e+002°)
4.89778819368442e+003	(1.20043444116815e+002dB,1.02784672683200e+002°)
5.01187233627268e+003	(1.19853455220937e+002dB,1.03072348814416e+002°)
5.12861383991361e+003	(1.19663913458493e+002dB,1.03366032917740e+002°)
5.24807460249768e+003	(1.19474837651671e+002dB,1.03665818952476e+002°)
5.37031796370248e+003	(1.19286247310764e+002dB,1.03971800183744e+002°)
5.49540873857620e+003	(1.19098162649882e+002dB,1.04284069004858e+002°)
5.62341325190344e+003	(1.18910604602133e+002dB,1.04602716748717e+002°)
5.75439937337152e+003	(1.18723594834141e+002dB,1.04927833487916e+002°)
5.88843655355584e+003	(1.18537155759804e+002dB,1.05259507823295e+002°)
6.02559586074353e+003	(1.18351310553161e+002dB,1.05597826660720e+002°)
6.16595001861477e+003	(1.18166083160232e+002dB,1.05942874975889e+002°)
6.30957344480188e+003	(1.17981498309696e+002dB,1.06294735567026e+002°)
6.45654229034650e+003	(1.17797581522254e+002dB,1.06653488795369e+002°)
6.60693448007590e+003	(1.17614359118520e+002dB,1.07019212313424e+002°)
6.76082975391976e+003	(1.17431858225270e+002dB,1.07391980781008e+002°)
6.91830970918931e+003	(1.17250106779888e+002dB,1.07771865569216e+002°)
7.07945784384132e+003	(1.17069133532810e+002dB,1.08158934452476e+002°)
7.24435960074984e+003	(1.16888968047792e+002dB,1.08553251289003e+002°)
7.41310241300911e+003	(1.16709640699805e+002dB,1.08954875690023e+002°)
7.58577575029177e+003	(1.16531182670354e+002dB,1.09363862678263e+002°)
7.76247116628685e+003	(1.16353625940022e+002dB,1.09780262336328e+002°)
7.94328234724275e+003	(1.16177003278034e+002dB,1.10204119445694e+002°)
8.12830516164092e+003	(1.16001348228635e+002dB,1.10635473117187e+002°)
8.31763771102664e+003	(1.15826695094063e+002dB,1.11074356413971e+002°)
8.51138038202369e+003	(1.15653078913940e+002dB,1.11520795968201e+002°)
8.70963589956073e+003	(1.15480535440849e+002dB,1.11974811592662e+002°)
8.91250938133738e+003	(1.15309101111927e+002dB,1.12436415888864e+002°)
9.12010839355902e+003	(1.15138813016278e+002dB,1.12905613853251e+002°)
9.33254300796983e+003	(1.14969708858045e+002dB,1.13382402483317e+002°)
9.54992586021428e+003	(1.14801826914963e+002dB,1.13866770385625e+002°)
9.77237220955802e+003	(1.14635205992279e+002dB,1.14358697387855e+002°)
9.99999999999991e+003	(1.14469885371898e+002dB,1.14858154157209e+002°)
1.02329299228075e+004	(1.14305904756677e+002dB,1.15365101827623e+002°)
1.04712854805089e+004	(1.14143304209789e+002dB,1.15879491638419e+002°)
1.07151930523760e+004	(1.13982124089126e+002dB,1.16401264587138e+002°)
1.09647819614318e+004	(1.13822404976740e+002dB,1.16930351099451e+002°)
1.12201845430195e+004	(1.13664187603365e+002dB,1.17466670719113e+002°)
1.14815362149687e+004	(1.13507512768080e+002dB,1.18010131821060e+002°)
1.17489755493952e+004	(1.13352421253256e+002dB,1.18560631350753e+002°)
1.20226443461740e+004	(1.13198953734947e+002dB,1.19118054592975e+002°)
1.23026877081237e+004	(1.13047150688938e+002dB,1.19682274973220e+002°)
1.25892541179416e+004	(1.12897052292729e+002dB,1.20253153894846e+002°)
1.28824955169312e+004	(1.12748698323766e+002dB,1.20830540615056e+002°)
1.31825673855640e+004	(1.12602128054305e+002dB,1.21414272162678e+002°)
1.34896288259164e+004	(1.12457380143320e+002dB,1.22004173300590e+002°)
1.38038426460287e+004	(1.12314492525953e+002dB,1.22600056535411e+002°)
1.41253754462274e+004	(1.12173502301022e+002dB,1.23201722176869e+002°)
1.44543977074591e+004	(1.12034445617164e+002dB,1.23808958448998e+002°)
1.47910838816819e+004	(1.11897357558256e+002dB,1.24421541654955e+002°)
1.51356124843619e+004	(1.11762272028752e+002dB,1.25039236396937e+002°)
1.54881661891247e+004	(1.11629221639657e+002dB,1.25661795852248e+002°)
1.58489319246110e+004	(1.11498237595857e+002dB,1.26288962106138e+002°)
1.62181009735891e+004	(1.11369349585561e+002dB,1.26920466541593e+002°)
1.65958690743755e+004	(1.11242585672627e+002dB,1.27556030285720e+002°)
1.69824365246173e+004	(1.11117972192541e+002dB,1.28195364711905e+002°)
1.73780082874936e+004	(1.10995533652834e+002dB,1.28838171996368e+002°)
1.77827941003891e+004	(1.10875292638686e+002dB,1.29484145727203e+002°)
1.81970085860997e+004	(1.10757269724473e+002dB,1.30132971563487e+002°)
1.86208713666285e+004	(1.10641483391964e+002dB,1.30784327941482e+002°)
1.90546071796323e+004	(1.10527949955841e+002dB,1.31437886824483e+002°)
1.94984459975803e+004	(1.10416683497177e+002dB,1.32093314492360e+002°)
1.99526231496886e+004	(1.10307695805420e+002dB,1.32750272366411e+002°)
2.04173794466951e+004	(1.10200996329407e+002dB,1.33408417864742e+002°)
2.08929613085402e+004	(1.10096592137829e+002dB,1.34067405283025e+002°)
2.13796208950221e+004	(1.09994487889482e+002dB,1.34726886695196e+002°)
2.18776162394953e+004	(1.09894685813597e+002dB,1.35386512868421e+002°)
2.23872113856832e+004	(1.09797185700404e+002dB,1.36045934186483e+002°)
2.29086765276775e+004	(1.09701984902014e+002dB,1.36704801575642e+002°)
2.34422881531990e+004	(1.09609078343632e+002dB,1.37362767426996e+002°)
2.39883291901947e+004	(1.09518458544975e+002dB,1.38019486509404e+002°)
2.45470891568501e+004	(1.09430115651717e+002dB,1.38674616867158e+002°)
2.51188643150956e+004	(1.09344037476685e+002dB,1.39327820696754e+002°)
2.57039578276884e+004	(1.09260209550426e+002dB,1.39978765197384e+002°)
2.63026799189536e+004	(1.09178615180722e+002dB,1.40627123390046e+002°)
2.69153480392689e+004	(1.09099235520525e+002dB,1.41272574900561e+002°)
2.75422870333814e+004	(1.09022049643740e+002dB,1.41914806702189e+002°)
2.81838293126443e+004	(1.08947034628222e+002dB,1.42553513813963e+002°)
2.88403150312658e+004	(1.08874165645301e+002dB,1.43188399951387e+002°)
2.95120922666636e+004	(1.08803416055125e+002dB,1.43819178126611e+002°)
3.01995172040199e+004	(1.08734757507059e+002dB,1.44445571195751e+002°)
3.09029543251356e+004	(1.08668160044391e+002dB,1.45067312351544e+002°)
3.16227766016835e+004	(1.08603592212556e+002dB,1.45684145560042e+002°)
3.23593656929625e+004	(1.08541021170111e+002dB,1.46295825940627e+002°)
3.31131121482588e+004	(1.08480412801692e+002dB,1.46902120089058e+002°)
3.38844156139199e+004	(1.08421731832197e+002dB,1.47502806343833e+002°)
3.46736850452528e+004	(1.08364941941487e+002dB,1.48097674996547e+002°)
3.54813389233572e+004	(1.08310005878887e+002dB,1.48686528447378e+002°)
3.63078054770098e+004	(1.08256885576851e+002dB,1.49269181307236e+002°)
3.71535229097169e+004	(1.08205542263156e+002dB,1.49845460448435e+002°)
3.80189396320557e+004	(1.08155936571074e+002dB,1.50415205006080e+002°)
3.89045144994277e+004	(1.08108028646982e+002dB,1.50978266332617e+002°)
3.98107170553493e+004	(1.08061778254951e+002dB,1.51534507908227e+002°)
4.07380277804108e+004	(1.08017144877897e+002dB,1.52083805209913e+002°)
4.16869383470331e+004	(1.07974087814916e+002dB,1.52626045542280e+002°)
4.26579518801588e+004	(1.07932566274507e+002dB,1.53161127833099e+002°)
4.36515832240161e+004	(1.07892539463417e+002dB,1.53688962396806e+002°)
4.46683592150958e+004	(1.07853966670889e+002dB,1.54209470669115e+002°)
4.57088189614870e+004	(1.07816807348172e+002dB,1.54722584915909e+002°)
4.67735141287193e+004	(1.07781021183158e+002dB,1.55228247919537e+002°)
4.78630092322633e+004	(1.07746568170089e+002dB,1.55726412645573e+002°)
4.89778819368441e+004	(1.07713408674302e+002dB,1.56217041893013e+002°)
5.01187233627267e+004	(1.07681503492011e+002dB,1.56700107930765e+002°)
5.12861383991359e+004	(1.07650813905173e+002dB,1.57175592123170e+002°)
5.24807460249767e+004	(1.07621301731519e+002dB,1.57643484547134e+002°)
5.37031796370247e+004	(1.07592929369822e+002dB,1.58103783603335e+002°)
5.49540873857619e+004	(1.07565659840561e+002dB,1.58556495623756e+002°)
5.62341325190343e+004	(1.07539456822087e+002dB,1.59001634477687e+002°)
5.75439937337151e+004	(1.07514284682484e+002dB,1.59439221178134e+002°)
5.88843655355583e+004	(1.07490108507273e+002dB,1.59869283490407e+002°)
6.02559586074351e+004	(1.07466894123167e+002dB,1.60291855544525e+002°)
6.16595001861475e+004	(1.07444608118051e+002dB,1.60706977452868e+002°)
6.30957344480186e+004	(1.07423217857406e+002dB,1.61114694934370e+002°)
6.45654229034648e+004	(1.07402691497372e+002dB,1.61515058946399e+002°)
6.60693448007589e+004	(1.07382997994655e+002dB,1.61908125325303e+002°)
6.76082975391974e+004	(1.07364107113492e+002dB,1.62293954436476e+002°)
6.91830970918929e+004	(1.07345989429872e+002dB,1.62672610834654e+002°)
7.07945784384130e+004	(1.07328616333224e+002dB,1.63044162935038e+002°)
7.24435960074982e+004	(1.07311960025760e+002dB,1.63408682695715e+002°)
7.41310241300909e+004	(1.07295993519668e+002dB,1.63766245311752e+002°)
7.58577575029175e+004	(1.07280690632351e+002dB,1.64116928921214e+002°)
7.76247116628683e+004	(1.07266025979880e+002dB,1.64460814323313e+002°)
7.94328234724272e+004	(1.07251974968838e+002dB,1.64797984708759e+002°)
8.12830516164090e+004	(1.07238513786720e+002dB,1.65128525402351e+002°)
8.31763771102661e+004	(1.07225619391046e+002dB,1.65452523617761e+002°)
8.51138038202367e+004	(1.07213269497334e+002dB,1.65770068224413e+002°)
8.70963589956071e+004	(1.07201442566069e+002dB,1.66081249526298e+002°)
8.91250938133735e+004	(1.07190117788811e+002dB,1.66386159052532e+002°)
9.12010839355899e+004	(1.07179275073547e+002dB,1.66684889359424e+002°)
9.33254300796980e+004	(1.07168895029419e+002dB,1.66977533843777e+002°)
9.54992586021425e+004	(1.07158958950921e+002dB,1.67264186567129e+002°)
9.77237220955799e+004	(1.07149448801678e+002dB,1.67544942090616e+002°)
9.99999999999988e+004	(1.07140347197876e+002dB,1.67819895320121e+002°)
1.02329299228074e+005	(1.07131637391455e+002dB,1.68089141361347e+002°)
1.04712854805089e+005	(1.07123303253117e+002dB,1.68352775384462e+002°)
1.07151930523759e+005	(1.07115329255228e+002dB,1.68610892497947e+002°)
1.09647819614317e+005	(1.07107700454687e+002dB,1.68863587631261e+002°)
1.12201845430195e+005	(1.07100402475803e+002dB,1.69110955425962e+002°)
1.14815362149687e+005	(1.07093421493237e+002dB,1.69353090134900e+002°)
1.17489755493952e+005	(1.07086744215071e+002dB,1.69590085529112e+002°)
1.20226443461740e+005	(1.07080357866016e+002dB,1.69822034812054e+002°)
1.23026877081237e+005	(1.07074250170821e+002dB,1.70049030540805e+002°)
1.25892541179415e+005	(1.07068409337908e+002dB,1.70271164553891e+002°)
1.28824955169312e+005	(1.07062824043253e+002dB,1.70488527905379e+002°)
1.31825673855639e+005	(1.07057483414550e+002dB,1.70701210804907e+002°)
1.34896288259164e+005	(1.07052377015668e+002dB,1.70909302563327e+002°)
1.38038426460287e+005	(1.07047494831429e+002dB,1.71112891543635e+002°)
1.41253754462274e+005	(1.07042827252710e+002dB,1.71312065116885e+002°)
1.44543977074591e+005	(1.07038365061900e+002dB,1.71506909622802e+002°)
1.47910838816819e+005	(1.07034099418694e+002dB,1.71697510334793e+002°)
1.51356124843619e+005	(1.07030021846263e+002dB,1.71883951429106e+002°)
1.54881661891246e+005	(1.07026124217778e+002dB,1.72066315957850e+002°)
1.58489319246109e+005	(1.07022398743310e+002dB,1.72244685825660e+002°)
1.62181009735891e+005	(1.07018837957099e+002dB,1.72419141769732e+002°)
1.65958690743754e+005	(1.07015434705198e+002dB,1.72589763343039e+002°)
1.69824365246172e+005	(1.07012182133487e+002dB,1.72756628900482e+002°)
1.73780082874935e+005	(1.07009073676052e+002dB,1.72919815587793e+002°)
1.77827941003890e+005	(1.07006103043941e+002dB,1.73079399332982e+002°)
1.81970085860996e+005	(1.07003264214273e+002dB,1.73235454840148e+002°)
1.86208713666284e+005	(1.07000551419709e+002dB,1.73388055585489e+002°)
1.90546071796322e+005	(1.06997959138276e+002dB,1.73537273815328e+002°)
1.94984459975802e+005	(1.06995482083539e+002dB,1.73683180546020e+002°)
1.99526231496885e+005	(1.06993115195105e+002dB,1.73825845565571e+002°)
2.04173794466950e+005	(1.06990853629477e+002dB,1.73965337436856e+002°)
2.08929613085401e+005	(1.06988692751215e+002dB,1.74101723502286e+002°)
2.13796208950220e+005	(1.06986628124429e+002dB,1.74235069889805e+002°)
2.18776162394952e+005	(1.06984655504575e+002dB,1.74365441520116e+002°)
2.23872113856831e+005	(1.06982770830562e+002dB,1.74492902115007e+002°)
2.29086765276774e+005	(1.06980970217143e+002dB,1.74617514206695e+002°)
2.34422881531989e+005	(1.06979249947603e+002dB,1.74739339148079e+002°)
2.39883291901946e+005	(1.06977606466716e+002dB,1.74858437123823e+002°)
2.45470891568500e+005	(1.06976036373981e+002dB,1.74974867162180e+002°)
2.51188643150955e+005	(1.06974536417114e+002dB,1.75088687147484e+002°)
2.57039578276883e+005	(1.06973103485791e+002dB,1.75199953833234e+002°)
2.63026799189535e+005	(1.06971734605649e+002dB,1.75308722855708e+002°)
2.69153480392688e+005	(1.06970426932507e+002dB,1.75415048748034e+002°)
2.75422870333813e+005	(1.06969177746834e+002dB,1.75518984954673e+002°)
2.81838293126442e+005	(1.06967984448424e+002dB,1.75620583846249e+002°)
2.88403150312657e+005	(1.06966844551298e+002dB,1.75719896734683e+002°)
2.95120922666635e+005	(1.06965755678802e+002dB,1.75816973888578e+002°)
3.01995172040197e+005	(1.06964715558910e+002dB,1.75911864548817e+002°)
3.09029543251355e+005	(1.06963722019723e+002dB,1.76004616944329e+002°)
3.16227766016834e+005	(1.06962772985140e+002dB,1.76095278307993e+002°)
3.23593656929624e+005	(1.06961866470723e+002dB,1.76183894892635e+002°)
3.31131121482586e+005	(1.06961000579725e+002dB,1.76270511987102e+002°)
3.38844156139198e+005	(1.06960173499283e+002dB,1.76355173932368e+002°)
3.46736850452527e+005	(1.06959383496772e+002dB,1.76437924137650e+002°)
3.54813389233570e+005	(1.06958628916315e+002dB,1.76518805096523e+002°)
3.63078054770096e+005	(1.06957908175431e+002dB,1.76597858402990e+002°)
3.71535229097167e+005	(1.06957219761838e+002dB,1.76675124767502e+002°)
3.80189396320556e+005	(1.06956562230376e+002dB,1.76750644032901e+002°)
3.89045144994275e+005	(1.06955934200070e+002dB,1.76824455190276e+002°)
3.98107170553492e+005	(1.06955334351321e+002dB,1.76896596394710e+002°)
4.07380277804107e+005	(1.06954761423205e+002dB,1.76967104980908e+002°)
4.16869383470329e+005	(1.06954214210900e+002dB,1.77036017478692e+002°)
4.26579518801586e+005	(1.06953691563214e+002dB,1.77103369628352e+002°)
4.36515832240160e+005	(1.06953192380227e+002dB,1.77169196395838e+002°)
4.46683592150957e+005	(1.06952715611030e+002dB,1.77233531987799e+002°)
4.57088189614868e+005	(1.06952260251560e+002dB,1.77296409866436e+002°)
4.67735141287191e+005	(1.06951825342534e+002dB,1.77357862764190e+002°)
4.78630092322631e+005	(1.06951409967468e+002dB,1.77417922698233e+002°)
4.89778819368439e+005	(1.06951013250787e+002dB,1.77476620984776e+002°)
5.01187233627265e+005	(1.06950634356009e+002dB,1.77533988253177e+002°)
5.12861383991357e+005	(1.06950272484016e+002dB,1.77590054459851e+002°)
5.24807460249765e+005	(1.06949926871399e+002dB,1.77644848901981e+002°)
5.37031796370245e+005	(1.06949596788870e+002dB,1.77698400231011e+002°)
5.49540873857616e+005	(1.06949281539749e+002dB,1.77750736465948e+002°)
5.62341325190341e+005	(1.06948980458518e+002dB,1.77801885006435e+002°)
5.75439937337148e+005	(1.06948692909430e+002dB,1.77851872645630e+002°)
5.88843655355580e+005	(1.06948418285193e+002dB,1.77900725582863e+002°)
6.02559586074349e+005	(1.06948156005696e+002dB,1.77948469436081e+002°)
6.16595001861473e+005	(1.06947905516804e+002dB,1.77995129254082e+002°)
6.30957344480184e+005	(1.06947666289201e+002dB,1.78040729528533e+002°)
6.45654229034646e+005	(1.06947437817280e+002dB,1.78085294205784e+002°)
6.60693448007586e+005	(1.06947219618091e+002dB,1.78128846698458e+002°)
6.76082975391971e+005	(1.06947011230328e+002dB,1.78171409896841e+002°)
6.91830970918926e+005	(1.06946812213363e+002dB,1.78213006180053e+002°)
7.07945784384127e+005	(1.06946622146325e+002dB,1.78253657427020e+002°)
7.24435960074979e+005	(1.06946440627216e+002dB,1.78293385027234e+002°)
7.41310241300906e+005	(1.06946267272068e+002dB,1.78332209891305e+002°)
7.58577575029172e+005	(1.06946101714138e+002dB,1.78370152461316e+002°)
7.76247116628680e+005	(1.06945943603141e+002dB,1.78407232720972e+002°)
7.94328234724269e+005	(1.06945792604508e+002dB,1.78443470205553e+002°)
8.12830516164087e+005	(1.06945648398686e+002dB,1.78478884011665e+002°)
8.31763771102658e+005	(1.06945510680467e+002dB,1.78513492806793e+002°)
8.51138038202363e+005	(1.06945379158345e+002dB,1.78547314838675e+002°)
8.70963589956067e+005	(1.06945253553899e+002dB,1.78580367944462e+002°)
8.91250938133732e+005	(1.06945133601211e+002dB,1.78612669559708e+002°)
9.12010839355895e+005	(1.06945019046300e+002dB,1.78644236727163e+002°)
9.33254300796976e+005	(1.06944909646587e+002dB,1.78675086105371e+002°)
9.54992586021421e+005	(1.06944805170383e+002dB,1.78705233977108e+002°)
9.77237220955795e+005	(1.06944705396391e+002dB,1.78734696257605e+002°)
1.00000000000000e+006	(1.06944610113243e+002dB,1.78763488502616e+002°)
Step Information: Run=7  (Run: 7/100)
1.00000000000000e+001	(1.73742278574383e+002dB,9.00264253780031e+001°)
1.02329299228075e+001	(1.73542278617921e+002dB,9.00270409040386e+001°)
1.04712854805090e+001	(1.73342278663510e+002dB,9.00276707675108e+001°)
1.07151930523761e+001	(1.73142278711248e+002dB,9.00283153023811e+001°)
1.09647819614319e+001	(1.72942278761236e+002dB,9.00289748503897e+001°)
1.12201845430196e+001	(1.72742278813580e+002dB,9.00296497612371e+001°)
1.14815362149688e+001	(1.72542278868391e+002dB,9.00303403927690e+001°)
1.17489755493953e+001	(1.72342278925785e+002dB,9.00310471111668e+001°)
1.20226443461741e+001	(1.72142278985883e+002dB,9.00317702911410e+001°)
1.23026877081238e+001	(1.71942279048814e+002dB,9.00325103161303e+001°)
1.25892541179417e+001	(1.71742279114711e+002dB,9.00332675785047e+001°)
1.28824955169313e+001	(1.71542279183714e+002dB,9.00340424797737e+001°)
1.31825673855641e+001	(1.71342279255969e+002dB,9.00348354307991e+001°)
1.34896288259165e+001	(1.71142279331628e+002dB,9.00356468520128e+001°)
1.38038426460288e+001	(1.70942279410854e+002dB,9.00364771736398e+001°)
1.41253754462275e+001	(1.70742279493813e+002dB,9.00373268359261e+001°)
1.44543977074593e+001	(1.70542279580683e+002dB,9.00381962893726e+001°)
1.47910838816821e+001	(1.70342279671646e+002dB,9.00390859949732e+001°)
1.51356124843621e+001	(1.70142279766896e+002dB,9.00399964244600e+001°)
1.54881661891248e+001	(1.69942279866635e+002dB,9.00409280605529e+001°)
1.58489319246111e+001	(1.69742279971074e+002dB,9.00418813972157e+001°)
1.62181009735893e+001	(1.69542280080436e+002dB,9.00428569399180e+001°)
1.65958690743756e+001	(1.69342280194952e+002dB,9.00438552059032e+001°)
1.69824365246174e+001	(1.69142280314865e+002dB,9.00448767244628e+001°)
1.73780082874937e+001	(1.68942280440429e+002dB,9.00459220372167e+001°)
1.77827941003892e+001	(1.68742280571910e+002dB,9.00469916984009e+001°)
1.81970085860998e+001	(1.68542280709589e+002dB,9.00480862751608e+001°)
1.86208713666287e+001	(1.68342280853755e+002dB,9.00492063478525e+001°)
1.90546071796325e+001	(1.68142281004717e+002dB,9.00503525103498e+001°)
1.94984459975804e+001	(1.67942281162792e+002dB,9.00515253703595e+001°)
1.99526231496888e+001	(1.67742281328318e+002dB,9.00527255497437e+001°)
2.04173794466953e+001	(1.67542281501645e+002dB,9.00539536848491e+001°)
2.08929613085404e+001	(1.67342281683140e+002dB,9.00552104268447e+001°)
2.13796208950223e+001	(1.67142281873189e+002dB,9.00564964420669e+001°)
2.18776162394955e+001	(1.66942282072194e+002dB,9.00578124123729e+001°)
2.23872113856834e+001	(1.66742282280579e+002dB,9.00591590355018e+001°)
2.29086765276777e+001	(1.66542282498784e+002dB,9.00605370254452e+001°)
2.34422881531992e+001	(1.66342282727273e+002dB,9.00619471128252e+001°)
2.39883291901949e+001	(1.66142282966530e+002dB,9.00633900452820e+001°)
2.45470891568503e+001	(1.65942283217063e+002dB,9.00648665878701e+001°)
2.51188643150958e+001	(1.65742283479403e+002dB,9.00663775234641e+001°)
2.57039578276886e+001	(1.65542283754107e+002dB,9.00679236531737e+001°)
2.63026799189538e+001	(1.65342284041758e+002dB,9.00695057967682e+001°)
2.69153480392691e+001	(1.65142284342965e+002dB,9.00711247931115e+001°)
2.75422870333816e+001	(1.64942284658367e+002dB,9.00727815006065e+001°)
2.81838293126445e+001	(1.64742284988634e+002dB,9.00744767976504e+001°)
2.88403150312660e+001	(1.64542285334465e+002dB,9.00762115831002e+001°)
2.95120922666638e+001	(1.64342285696596e+002dB,9.00779867767495e+001°)
3.01995172040201e+001	(1.64142286075793e+002dB,9.00798033198157e+001°)
3.09029543251359e+001	(1.63942286472860e+002dB,9.00816621754393e+001°)
3.16227766016838e+001	(1.63742286888641e+002dB,9.00835643291948e+001°)
3.23593656929628e+001	(1.63542287324018e+002dB,9.00855107896122e+001°)
3.31131121482591e+001	(1.63342287779912e+002dB,9.00875025887127e+001°)
3.38844156139202e+001	(1.63142288257293e+002dB,9.00895407825553e+001°)
3.46736850452531e+001	(1.62942288757171e+002dB,9.00916264517968e+001°)
3.54813389233575e+001	(1.62742289280608e+002dB,9.00937607022643e+001°)
3.63078054770101e+001	(1.62542289828714e+002dB,9.00959446655421e+001°)
3.71535229097172e+001	(1.62342290402651e+002dB,9.00981794995711e+001°)
3.80189396320561e+001	(1.62142291003637e+002dB,9.01004663892624e+001°)
3.89045144994280e+001	(1.61942291632947e+002dB,9.01028065471263e+001°)
3.98107170553497e+001	(1.61742292291914e+002dB,9.01052012139141e+001°)
4.07380277804112e+001	(1.61542292981938e+002dB,9.01076516592764e+001°)
4.16869383470335e+001	(1.61342293704482e+002dB,9.01101591824358e+001°)
4.26579518801592e+001	(1.61142294461077e+002dB,9.01127251128758e+001°)
4.36515832240165e+001	(1.60942295253330e+002dB,9.01153508110457e+001°)
4.46683592150962e+001	(1.60742296082921e+002dB,9.01180376690811e+001°)
4.57088189614874e+001	(1.60542296951609e+002dB,9.01207871115424e+001°)
4.67735141287197e+001	(1.60342297861236e+002dB,9.01236005961698e+001°)
4.78630092322638e+001	(1.60142298813733e+002dB,9.01264796146558e+001°)
4.89778819368445e+001	(1.59942299811119e+002dB,9.01294256934358e+001°)
5.01187233627271e+001	(1.59742300855511e+002dB,9.01324403944975e+001°)
5.12861383991364e+001	(1.59542301949123e+002dB,9.01355253162085e+001°)
5.24807460249772e+001	(1.59342303094275e+002dB,9.01386820941635e+001°)
5.37031796370252e+001	(1.59142304293396e+002dB,9.01419124020513e+001°)
5.49540873857624e+001	(1.58942305549029e+002dB,9.01452179525416e+001°)
5.62341325190348e+001	(1.58742306863838e+002dB,9.01486004981931e+001°)
5.75439937337156e+001	(1.58542308240612e+002dB,9.01520618323819e+001°)
5.88843655355588e+001	(1.58342309682271e+002dB,9.01556037902519e+001°)
6.02559586074357e+001	(1.58142311191872e+002dB,9.01592282496879e+001°)
6.16595001861481e+001	(1.57942312772618e+002dB,9.01629371323102e+001°)
6.30957344480192e+001	(1.57742314427862e+002dB,9.01667324044928e+001°)
6.45654229034654e+001	(1.57542316161115e+002dB,9.01706160784062e+001°)
6.60693448007595e+001	(1.57342317976052e+002dB,9.01745902130828e+001°)
6.76082975391980e+001	(1.57142319876524e+002dB,9.01786569155083e+001°)
6.91830970918935e+001	(1.56942321866561e+002dB,9.01828183417382e+001°)
7.07945784384136e+001	(1.56742323950386e+002dB,9.01870766980401e+001°)
7.24435960074988e+001	(1.56542326132416e+002dB,9.01914342420626e+001°)
7.41310241300916e+001	(1.56342328417282e+002dB,9.01958932840314e+001°)
7.58577575029182e+001	(1.56142330809828e+002dB,9.02004561879734e+001°)
7.76247116628690e+001	(1.55942333315131e+002dB,9.02051253729690e+001°)
7.94328234724279e+001	(1.55742335938503e+002dB,9.02099033144338e+001°)
8.12830516164097e+001	(1.55542338685509e+002dB,9.02147925454296e+001°)
8.31763771102669e+001	(1.55342341561975e+002dB,9.02197956580063e+001°)
8.51138038202374e+001	(1.55142344574004e+002dB,9.02249153045752e+001°)
8.70963589956078e+001	(1.54942347727982e+002dB,9.02301541993134e+001°)
8.91250938133743e+001	(1.54742351030601e+002dB,9.02355151196016e+001°)
9.12010839355907e+001	(1.54542354488864e+002dB,9.02410009074951e+001°)
9.33254300796988e+001	(1.54342358110108e+002dB,9.02466144712286e+001°)
9.54992586021433e+001	(1.54142361902012e+002dB,9.02523587867567e+001°)
9.77237220955808e+001	(1.53942365872619e+002dB,9.02582368993293e+001°)
9.99999999999997e+001	(1.53742370030352e+002dB,9.02642519251043e+001°)
1.02329299228075e+002	(1.53542374384028e+002dB,9.02704070527972e+001°)
1.04712854805090e+002	(1.53342378942882e+002dB,9.02767055453697e+001°)
1.07151930523760e+002	(1.53142383716583e+002dB,9.02831507417567e+001°)
1.09647819614318e+002	(1.52942388715256e+002dB,9.02897460586337e+001°)
1.12201845430196e+002	(1.52742393949503e+002dB,9.02964949922255e+001°)
1.14815362149688e+002	(1.52542399430426e+002dB,9.03034011201565e+001°)
1.17489755493953e+002	(1.52342405169649e+002dB,9.03104681033440e+001°)
1.20226443461741e+002	(1.52142411179346e+002dB,9.03176996879354e+001°)
1.23026877081238e+002	(1.51942417472261e+002dB,9.03250997072905e+001°)
1.25892541179416e+002	(1.51742424061743e+002dB,9.03326720840094e+001°)
1.28824955169313e+002	(1.51542430961767e+002dB,9.03404208320078e+001°)
1.31825673855640e+002	(1.51342438186968e+002dB,9.03483500586398e+001°)
1.34896288259165e+002	(1.51142445752668e+002dB,9.03564639668709e+001°)
1.38038426460288e+002	(1.50942453674915e+002dB,9.03647668575001e+001°)
1.41253754462275e+002	(1.50742461970511e+002dB,9.03732631314342e+001°)
1.44543977074592e+002	(1.50542470657049e+002dB,9.03819572920146e+001°)
1.47910838816820e+002	(1.50342479752952e+002dB,9.03908539473980e+001°)
1.51356124843620e+002	(1.50142489277512e+002dB,9.03999578129917e+001°)
1.54881661891248e+002	(1.49942499250927e+002dB,9.04092737139460e+001°)
1.58489319246111e+002	(1.49742509694351e+002dB,9.04188065877036e+001°)
1.62181009735892e+002	(1.49542520629932e+002dB,9.04285614866079e+001°)
1.65958690743755e+002	(1.49342532080860e+002dB,9.04385435805721e+001°)
1.69824365246174e+002	(1.49142544071423e+002dB,9.04487581598091e+001°)
1.73780082874937e+002	(1.48942556627047e+002dB,9.04592106376256e+001°)
1.77827941003892e+002	(1.48742569774361e+002dB,9.04699065532789e+001°)
1.81970085860998e+002	(1.48542583541246e+002dB,9.04808515749016e+001°)
1.86208713666286e+002	(1.48342597956897e+002dB,9.04920515024919e+001°)
1.90546071796324e+002	(1.48142613051886e+002dB,9.05035122709741e+001°)
1.94984459975804e+002	(1.47942628858224e+002dB,9.05152399533287e+001°)
